Name,Image Link,Rating,Price(£),In-Stock,Category
Charlie and the Chocolate Factory (Charlie Bucket #1),../../media/cache/96/df/96dfbe6533f9705d2cdccc16310910ee.jpg,Three,22.85,1,childrens
Charity's Cross (Charles Towne Belles #4),../../media/cache/b6/42/b642b7415804929612c29d87656edea1.jpg,One,41.24,1,romance
Bright Lines,../../media/cache/26/4f/264f79395041ac4b88038030da0433cd.jpg,Five,39.07,1,fiction
Bridget Jones's Diary (Bridget Jones #1),../../media/cache/67/2f/672f2e3753cfc59c5843d23c88784326.jpg,One,29.82,1,womens-fiction
Bounty (Colorado Mountain #7),../../media/cache/7d/18/7d18f04705f25aa7659b2aa6153c1a4f.jpg,Four,37.26,1,romance
Blood Defense (Samantha Brinkman #1),../../media/cache/ea/12/ea12c82131832c5d772fdbd3cb56ced7.jpg,Three,20.30,1,mystery
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",../../media/cache/48/b0/48b07e2daa02d7e5485aa546dec5a25e.jpg,Five,34.65,1,sequential-art
Beyond Good and Evil,../../media/cache/d1/7f/d17f326e3fcaf84c37d6d51e3470bcc6.jpg,One,43.38,1,philosophy
Alice in Wonderland (Alice's Adventures in Wonderland #1),../../media/cache/99/df/99df494c230127c3d5ff53153d1f23a3.jpg,One,55.53,1,classics
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",../../media/cache/30/98/309814b6eeba469f4c741147aaaa076a.jpg,Four,57.06,1,sequential-art
A Spy's Devotion (The Regency Spies of London #1),../../media/cache/f9/6b/f96b60a7614c4e3e868b82f6811efc7c.jpg,Five,16.97,1,historical-fiction
1st to Die (Women's Murder Club #1),../../media/cache/f6/8e/f68e6ae2f9da04fccbde8442b0a1b52a.jpg,One,53.98,1,mystery
"1,000 Places to See Before You Die",../../media/cache/9e/10/9e106f81f65b293e488718a4f54a6a3f.jpg,Five,26.08,1,travel
